symbol,source,headline,link,published_at
HDFCBANK.NS,Google News,HDFC Bank Ltd. Surges to Rs 298.80 Crore in Trading Value Today - Markets Mojo,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOaGFBM19wU2JFT0dhQmU2cEhWaGFFbE84TXR5TERrcUQ5ZXhpN1I5U1NkMnFFcFU5RmhVOUhfUDBwVFdVamlyeWpfNFRnZFVWWjhuTFZadTd5bHRhcjdudUhNbl9kd0Rxc2Vla0NHb3lTWUNscUhzeVdkVUpSOHF5XzVGLU41eHFnczRjUTl0Y0FsN3YydnQ2eXN1czBkZ2Z6Z21oQWNzT0dydGxKNkdjaEdhc0Z6S29vZXpz?oc=5,2025-10-29 05:29:37
ICICIBANK.NS,Google News,ICICI Bank Sees 17.79% Surge in Open Interest Amid Increased Trading Activity - Markets Mojo,https://news.google.com/rss/articles/CBMizgFBVV95cUxQVTVzOENCM2lCOE5XeW1hekllNHZuRGpXZVgyM08wUUZDaDBKSXRseDFtZGhPQU5FemVlMFJ0aXpNSEhNaF9jelBWQkVITEkzQzJXb2dkNVRvSXk5andJRHVVeElyUGd5aEdvcDEwOUlzWFBTS1NNRmhjY015QXViV0toNXB5dHZHaVJ4bHp5WFZLUzV4WkFLUER4Y2FMVGtGcXpIbWZZRWw2cnIteE5CMWNoYkViSFBZaFBsRG1iT0U4N1NyYks1TUNRX1NhZw?oc=5,2025-10-29 10:17:23
ICICIBANK.NS,Google News,"ICICI Bank Allots Over 736,000 Shares Under Employee Stock Option Scheme - TipRanks",https://news.google.com/rss/articles/CBMiwAFBVV95cUxOSTA4d3NCUWFUS3NVbkd1XzZpZ2VFeUxRaFJzNkhKTmhnd0NlaFE4SGpJRDhVY1NrVEljWkc1NW10VjFyWGdLOWJqUW95R25ZX0pqN2NoMXlrdGd0Q0UxSDBuVUpaZ0RxMl9icXBCa2F4TGxmenFEbjYzdWVoc0lRcE1LXy1xdndzaVVlNEFoVF9GR0tnOC1mckMxVUljWmlmOEE0RWZrdVJBTURKd21nU2VuSWVtWG5QY1lRd2g1cnk?oc=5,2025-10-29 05:44:12
ICICIBANK.NS,Google News,ICICI Bank Faces Mixed Technical Trends Amid Recent Stock Fluctuations - Markets Mojo,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPX3BZNXFZTmdleDhQc0dmMGZyaVNhOGZqaGpyMnJPeE1OU3o0ZEw5ZVBjd2FBSnp3R2RlYUJLZXFNY19zcWhUZ3RpcjhqamJRZzJhWkh5dFJjU3ZWVnpzUVUzbldmUnBMdE1pOGJ3RjgwYkQwVWxDMzNUYUNqaVVCLWN1RTczX0V3S3c3LXlqd0xCZ2hlemNqTWJtdV9nc1RtR3g3THowdVRwaEI0ejhnNWVzeTl0aHVOYkpDLWhfVDBtR2hQNzBoRzAxcVctbWwtT05rWHpLSE1MeFZSU3NRWjRUMA?oc=5,2025-10-29 03:15:17
ICICIBANK.NS,Google News,"ICICI Bank Sees 17.79% Surge in Open Interest, Reaching 303,235 Contracts - Markets Mojo",https://news.google.com/rss/articles/CBMixgFBVV95cUxPTkNGa3ZySFZlSnpFVGtVUWktNzVZRFRvLVluZXFvUmhwM2FBZ2hhV0hBaGdhRzNNOU5fNjVabFZHT0RvdTBXTl8xbmE2RVVtcFdyeHB5OG5IRS1hUW9rVnQ2TUlESEJqcmtrWUJZaU9PcmI1ZFpiZlg4eW5jMXN0MXl1U0UxQllKMUJoQzVSWnFsZERtY0lYa05nMUp0Z1RwOExOQzZKNWV1NGtTWjhLbjZBMXhKWGtqSENxaGkwb2pkb1FQVnc?oc=5,2025-10-29 06:43:19
ICICIBANK.NS,Google News,"ICICI Bank Sees 17.79% Surge in Open Interest, Reaching 303,235 Contracts - Markets Mojo",https://news.google.com/rss/articles/CBMixgFBVV95cUxOQVdtVmxuNnV1VDFoczdRa0dmeHJYcV94RnBGYV9vN2FFTjdSWFFSbGVja0ZmOVlxbmhoYS1sNnRHODE2YzlhX2tGTVZKZ2R6QUxXOFNxOGZuOXU3WUZrSlhxMkZFQ1RDVzdjZ0Jpb2JpdXBMVnRGbVFqSk1BZjBMZEpYa3RxVDM3NHpiLVpHbE1pTHJ4a0JtZG42VEZuQ0dJaGFkbDZ0dEdOQjFvU01PTk5OWnozYXpNVlM1c3I4UUllUE1nQVE?oc=5,2025-10-29 07:56:14
ICICIBANK.NS,Google News,ICICI Bank Sees 17.79% Surge in Open Interest Amid Increased Futures Activity - Markets Mojo,https://news.google.com/rss/articles/CBMizgFBVV95cUxOUmpUNTZCSnZQT25veFh1Q0xOVmdEMGlGMFpOTF9UQWdfQnBzRm1KM2ZMSXF6YzIwc1NhUGVhc2RyaUktWGYxTXVEZTVlMnFSZE05MDdxX3V4Ylc3NHQxRDdqczJqMk05TDgyYlBzWXZhVldHSkloVHgxY2VmUXhpczRCNTBpZ2xUSmZjZXVKS1JTX3J0MmZQWEVYWVF3ZEVlN2ZPQWJHZ0FybFo5VUVNaFdSQll3UGpDRWxfTTVQSVVtSU9FbzNGZGdXVDQ5dw?oc=5,2025-10-29 07:05:02
ICICIBANK.NS,Google News,ICICI Bank Ltd. Ranks Among Most Active Equities with Rs 324.59 Lakhs Traded Today - Markets Mojo,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPdWVJMWxOWlpEQ251RVBoUlc3clgzelJLWWZaVHE4bDFFNkdJbUI1SEZFdHRZQjctQVhfNGZ4RDNlWkRIOGV0cVZyUHB6ajhZX3J5WnNiQkt2OWFqUnBZYmk3b3JsdGJyZEx5ZElKOVBYTlBxYnlPVUFFdnRmRlpTNWcxaF9icU5JVk8xTDdUdmpNRDFtOXZiUEloVnl5WW1ibUZNT0Y0NjJyWHJqNkZ6ZWdRX2FLWmtPdnUybEtMOTVwTnR1c2lfQWJpb2ViNWg5N0I0OA?oc=5,2025-10-29 05:22:48
ICICIBANK.NS,Google News,"Intraday Stocks For Today, BUY: PNB, Tata Capital, Chennai Petro, Titan, IDFC First Bank, Graphite India, ICICI Lombard - ET Now",https://news.google.com/rss/articles/CBMi9gFBVV95cUxQQ3BZdFVtVWd2UTk0ZEhiTDVTY3JhQ2toYngwcUxvajRLRC16OW9SQTVoQ19pN3hkZmJkNzRrT2hRaV90UGJ2ZVVDNHlIRVhCV3hXTWs2YkVGRXZVT0ppZjlnZmZZTVJZY2c2UDU4ZWt2cXZLdUJLY0hUVEowd1JrTVlVcllUQmxLc01vMWM3SkFJZF9SM2ZmbWFER3JZNFRfUWxKNkNWbjF4V1Z4TUVyVVI5em1mVm95LXF2VEJBcWI4bUtwNVpzYzVmeDdrbTRTRG96VldacVJ5M3dpTVE5bzZESDBpbjh5YXJwV25STnhhYy1JeHfSAfsBQVVfeXFMTXhTNjdFQ3V0MU9uaTdwZnhUVFl4R0tDRUhNcWFGLWhEUHZMNENQQnhybnR5VHZaMDhsTWllaEh5QXB1UmZoUE9pVldsU2hnbXhOOWdaU1pHZm8wcWJpNlFMdGpzeHN5RTZ5M1U3QUhXakpNYVc1SDFVUzRPZFF1dkN4RzY3a3R0TEZtSEFCbDM2VjBkTnR1UzdLRjI4VzM2WXBYaERla1hWdk5vRlRZUDRrazZFZE02dDBlanJpRTluUnlGb3NOQTV4SmUzUHlBR0pGV19vWWRHM0tUaWVtV1dJbUlCZUw2WXRuc0NHaUl2V2NQZzhmVXBhenc?oc=5,2025-10-29 03:16:17
AXISBANK.NS,Google News,Axis Bank Shares Worth Rs. 121.45 Crores Traded in NSE Block Deal - scanx.trade,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPaVFTU3dhU25tblc1c0dsUG5uam5yQ0pPYnZKSTBlUFFnYjRiT0JqME9ZRTRfb3JUU0hObEJsT0RQcW55MXpFUnBaaFlRZ1p5N1owT3pXTDFrYkdWT3RkZlZsOFRsTkZDRkNEWDZUdDlZcUROVzVuMFpoRS15Y2xVN2Y4OW13OUZqeTFrQlh5SHk2V01sTWMyUXQzZURlOERsV2hwY2tZaG1GUVFXLWdmVnh1dFgtQ2UwYlFfTmNnbmx0Zw?oc=5,2025-10-29 04:57:24
AXISBANK.NS,Google News,Axis Bank allots 1.88 lakh equity shares under ESOP - Business Standard,https://news.google.com/rss/articles/CBMizgFBVV95cUxQSzVUajJWNGswWFlRaTB3ZUIwWVk1UjlseFFqRG9VQUlTYkhCZUg4NV9TVkRHNm5mOWNTMHVZSl8tWDhXRklITVhPQ1VYVU1lMmVTSkl6aWljQWdnUERvdmlJQWFxcE9jbExsQ1VUSEYwellWS0NDTDl3Y3FGVDVHTGNmWmE3MUxVSF93WFZwem9Pd0duZHF6OWN4NE5yZHY2RlhGZEhzY0hBRkhxVUNtaTB2bVhjNGdfNDNfU0NJbWVrbUZ0RUlpelRxQUUzd9IB0wFBVV95cUxPQVowMWZabmg4b2dXUy1QNUFTd05HanRwaHU5T0g4Z0g1eU80dmJyMzBmVXdLV0hvRDlLT3FvZjVVZHBvOVRtWE0tTkJxXzRfRUl1MTJwekhqNlhZZHlFLXk4OGVzODcxSlFvS0xsbWgtSlR1S2ZjazZmVHJ1TkdjR2RyTFFrTWs4Wk5lUmNYNmhjb2RFVGVRazhEckhQTG9QWHlQMEVRY0k5SnBBdlJQc2tvXzQ2TmdYdFgwTkJJUWsxYVBaUjMyQkRSdWQ1NnRocnEw?oc=5,2025-10-29 08:18:00
AXISBANK.NS,Google News,Buy Axis Bank; target of Rs 1400: Geojit Financial Services - Moneycontrol,https://news.google.com/rss/articles/CBMivgFBVV95cUxPT1NEQkNSekxoeTFQRDdCOVZmWVdSSlU2Y2w2RjFtVzZPN1lDNV9FWUIycXFwMDBrOXBlUkdUajFEMEhpSWZYY0xLUF9XVEpTN01mTExDSE03bWxVWFBzcEhOTzNBZXBlX2hCR3huMU85WEhWUlM1eVJhSTBvTGFVMmJSR1hocFBhQjZyNmZaM3loeHhOVTlQODFyRHlZTW0zdXJzVm5XT2FDdzVRc0Z5Yl9IckRHTnpBRzh3dVFR0gHDAUFVX3lxTE95R09ROFREUV8tNkV6eWJ3R0FxemFWZmM3cmtoVl9hRjBjakFVang3dk0zbkRBNUF2MVlMcWNzMU5KZHhRZHF2QnJPRW5SWTUwZ25nMTNreGg2ZTVDMW5PMzNPOHBpaTZvZTRGZGRPai1yLXhYUWlVWm5qVjM0bmlXZWdGbEVfM2dIMjlPM01qdXp4VS04SmlBLXd1THRsX0FsOUplSWUzT0lVRld0XzJlaUlCT2I5am1QLVVEQ2I4aWttRQ?oc=5,2025-10-29 09:20:04
AXISBANK.NS,Google News,"Axis Bank Ltd. Ranks Among Top Active Stocks with Rs 88,803.42 Lakhs Traded Today - Markets Mojo",https://news.google.com/rss/articles/CBMi0gFBVV95cUxNUUlrZi1LUDRuQ1FKeDlSeTVUamk4ZDZLeFZVamZfSkVncnNnNDZmZ2hPRlNSSmx5VWlyZERmUndwT01NVVRCWWQtYmVHaUFta01rZlBHcFdlR1c4SlFoWGR4dGk5V3dUV1JSQlp0bHRTMG8ySnJKMnFlcm5OdU1yaG9tSjlLTGdVTGlOMEYyQUFJLW92aGFiQ0VDdzhyM3paT0hxeUw3QkFHVDhncVk0LWdCNXVQbmdQMU1rbTQ1TzVNZFVrR2JPQmhLVVU5MnAyMkE?oc=5,2025-10-29 05:20:48
AXISBANK.NS,Google News,"Sensex, Nifty end higher amid optimism over US Fed decision - India Today",https://news.google.com/rss/articles/CBMiywFBVV95cUxPZm5ma1hZYThrMURRcmVQcVpqR1RJTU5fbjg2c3k1TV9RamtYb1B5emxDeHk4eTZ6RnYyeTZOVzZoTHFJNHFOTk9Yakxwc3hONEdpUzVHeWlFdjNEX1Jtc2ZQTC1ES2JWbmxhQ3RQQ181ck9OVDFhMy1qQ0hZM1BES3N3WEVudDFhcS1taDhJS2ZoMDcxX2FldkhxQW9seHBrWEstb3YtVk0xb012dFpzUnhkdDVPOU53UmV0Q0piOE1ielluQ1E5bS00SdIB0AFBVV95cUxPc1FEdE5EXzh0b2Z2blFrQTdTR0llQ0RxMjdyWTBEaTdVWk5zTDdCMmZ5bUJSdHQ1bDlMNFEwLU1DdzdCdDltbjVRRkdrblp2REhmYXQ1ZU9kUklITFhtUVZEZVVrNm9qcWFpUWhyUDZYcllPSFdiWHVZcTMwZnV0anF2aUNxX0dzNFpNRXBLZmxKUmFvdVFaNGxfMmZ1Z2xLUGFtQzdpTFNnYV81bjNfa09aTFk4WVNERXRyUW9zYlVlbld1aHVITk5NSWVnMzhL?oc=5,2025-10-29 10:08:20
KOTAKBANK.NS,Google News,Kotak Mahindra Bank Sees 13.61% Surge in Open Interest Amid Increased Trading Activity - Markets Mojo,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPRm02QXJWdkx5YXoxSldvaGxrQ3hlZTl2dmVBeDJLYnJDc2xBYlFqMHZzMTVLMUxWd2dJWkF0aWZkR2NNYXZ6VnRLNGVfY2VJc00yRVVHbm52V2V1dU9LY3M0c0twX2R4aUoxM1d3UzV1aF9VV0tCSTFhNzEyc0F2M0ZmR21qNHpwVGRGZnBQNlBDdWkzZ3c4dXBUU0ZDdEQ4NS1TNjB1ajVybHl6RVVlRmxwNEo1ZkRNeFl2c2RBUFJUTm4wbHA2MFgxRldxcU1UbXdvUWtaWVllUQ?oc=5,2025-10-29 09:23:34
KOTAKBANK.NS,Google News,Kotak Mahindra Bank - Growth bets: Brokerages see 5 stocks offering up to 41% upside after strong Q2 results - The Economic Times,https://news.google.com/rss/articles/CBMihwJBVV95cUxPbGVuUGtfLUdpY29GdDg5RXF1cHJNRzJFbGZuSnV0WnJSdWYzcllicHRhSWNlRF9tSXNmcFk2SGNWdVdkbDZYZEtWR252REFOYl9YQWVUTmF3Y3p2TVVXdmtvTFkwb0E0VjN6NC05cE95a0VBZ0hRbTJlLWhhOVd1dnFwUF9GSWpaSjNwOTByYWtWeGJmTWQ3RE5xakEybXBDbHRWWW5xOEJ6WENXcmVLdmppNUJaeDFpcEl6YVlPaWxoUkpHT1BUcjR2TElWclJfaTZVY0ZPVjhUd210cmZVRVEtYlY3dVZ1VkFDOWFUSEJGUWlCT1NRTHFkQXcxMENtVncyTldQNA?oc=5,2025-10-29 05:46:11
KOTAKBANK.NS,Google News,Kotak Mahindra Bank Sees 13.61% Surge in Open Interest Amid Increased Trading Activity - Markets Mojo,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOWlNod09sSzlwc0tVNkwtaWpZekRfUUVLX3dzYTBDQ3NTOWtnZW9UeGpQMzItektXZ3VjVVJqVVFJNTFPS3VjdTdRdGpYVnlpREEtRHRPVFdsaXlmSTdZZXBZNG5yUDlVREtObEg0WnRrSzZncHlqcjEzMldOWUZMWjBZZWw4QjZSVlB5M0ZmdEJuRmJQelkzNHJIclM1SUV1YUNnZlZQQ2Rpdllaa1p1NGhWN2czUnZuRVVoZ0JwaGJhNHJDb0szNTBwWWFNVnJDTnp6LVFjUEladw?oc=5,2025-10-29 07:16:09
KOTAKBANK.NS,Google News,Kotak Mahindra Bank Sees 13.61% Surge in Open Interest Amid Increased Trading Activity - Markets Mojo,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQTFg5NHlLZ2EzQkdfQzRtZHlEQTQwYy01T2ZsVWFYRExnckpCLW0xaW91MnZYNGNaemJRZW01QUlKcm94MFphMmlKN0tsYlhzaGJBWnB6SUdreXRpZUw1aU9tVVJNUG1Yd1ZLTFNpOVdJQTNPY1Q5RHZlc25sZzB6ekVRRkYwbHp4Tzd2LWNCNzN0MFVOeU1naWR2TWo1dnlPVk9HT3d5MGhqbGRyWGdJamo5eFJUNjExM3hXSHVOT3g0Wjd2RHMtNUZfbEpDcXdRSklYRXMyTVdFUQ?oc=5,2025-10-29 07:54:26
KOTAKBANK.NS,Google News,"Kotak Mahindra Bank Sees 13.61% Surge in Open Interest, Reaching 149,835 Contracts - Markets Mojo",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQZXdieTAyMTgyMWY4MHNTbF9KT3ZHSVpUbHhtRmhKVG9BTzRGNXp2M2YxWlRFNWlmRUc1ZVhnbG12VGpGU2ZfNkZXVWx4aHVEc3lxX1ZFUkNUUmR2VjZZUVY0SVozc0ttUHJpTlVLcjdYQXRmVjJTWTlnSXg1RkdXQWxsX3JFZ3kwazN1VzZqMG5qeEZucl9vVThETS1WWDI1RmFLUG9Dd2VMMHdkQ1hkQ2kzREtZRjIwNFozbUhzODBqNWxsV0RFQmREOVU4M1lFRGc?oc=5,2025-10-29 05:59:05
KOTAKBANK.NS,Google News,Kotak Mahindra Bank Ltd Sees Rs 86.06 Crores in Today's Trading Activity - Markets Mojo,https://news.google.com/rss/articles/CBMixwFBVV95cUxPRzZBYzJEMkdYMjFQdU9OM3drLXJZZ0NUdjNZcEwzbHUtRDQ4T3hrZnFxV2lYWmZWcmJ1U3NUZlRMeldfd1NBMjlmbGl3RHFmTXRmYnFQLVhnT1U1aDN6QTRfYTlTYUNxOHlzQlJRdnA4THZtUWxmMGVtMVFLbTZLUE5KNjFsTGVqcXhVOXF0TmlNcV9HZnZYVHhOTEpUZV9iUnBaUVVyM2kwdERQYkFDTG1sN3FhZ2RwdjNLNEp2NXJEWDRaVDhj?oc=5,2025-10-29 05:29:38
SBIN.NS,Google News,"State Bank of India Soars to All-Time High, Signaling Unmatched Market Strength - Markets Mojo",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPRE1LRDRfNWI3dHFhcHc5U29mQmlhbDhjeUNpaGUxS05nSDhOSlQtZTZGQWFhTWNQUHZ5d0RwWkUyYTk0U0J4X1RaUjJvV1l3ekxYQjZFOXZQQjFEbTQ2ZTVNcVFsYjBYV2c1b2I3X01fT0ZMblEybTB5bk00YUdiOXEyc3Z5NlF3NE1wd3hwN0ZVTUUweTBoblAwNHBnQWt4VElkY1NPcHlDc29YWXJPNzg3S1RxUGZvS2VFejF3ZldULUdlWk9NVTl4c2RVSEZZYVE?oc=5,2025-10-29 04:16:40
SBIN.NS,Google News,"SBI, BoB, PNB among 5 PSU Bank stocks that can rally up to 17%; say charts - Business Standard",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNZG54ekxZcXBqcFBjTU1rYmF1Wng5WjRDSktFQXZrdExMbFVKMTUzeGpSVEhxempfZTAzUTBEUjZOM1Jza3Z5ZS1tOHpEaWZIZGVFRXZCVWx1SndneTBzakFqSUNGdXZuYjNtanI5R202TDBoOTdMM3JkRlNpTTRhVE5RNGRBM3BEbDNZYm9YbnVwcndxZExoc0ZkV0tjLXQzMk82TFdoYWlFX3F4Zl9DRFdJVlVkdFhza19HZlI0U29FOFpZOFhoQkt5QVJxMHltQ0Vr0gHYAUFVX3lxTFBiODdkNnoyeEtsSmIxMG5TMVlfNmRMWTJBU0ZxRUZQZncwclhkVWt1NmJQcXZ4LXdWaldjNE1TaHVwWUp3dmhuZ0RLbTlxSFlNa0FrdjdpaXR3cnpRQUFKbGVLS1pIcGRXOFV1MjZfajBReTRWYlZvblVadUFpVVlrVFpMcEs5Y3M1WG9DVmhWc0ZBb3RRR2pNWmtfVFNYTDdoaFdFVW5DbWc1aXFrZDQxVy0tdFJJODR0U2R4N3BweFlQT1dpTm9WODUtdFdVX3RnTFB2OXFXUA?oc=5,2025-10-29 07:09:34
SBIN.NS,Google News,10 Stocks Hitting Fresh 52-Week Highs While 3 Still have Low PEs - Equitymaster,https://news.google.com/rss/articles/CBMib0FVX3lxTE82amRxUndkd3ZIMUEycVY3RWRZd3pZRS1wT25IZ0ZybHZXQzF3QkhvMlhfVDdUNl9ENGdxSFZ5aDd5X3N6VHg3cmM5Q0FDbFhSNzhfSktUaVhuQ0VscWE2Y0tFSElaMEpScWw2MHNwZw?oc=5,2025-10-29 09:50:24
SBIN.NS,Google News,PSU bank stocks make superhit comeback! Rs 2.3 lakh crore added to m-cap—Will the rally continue? - The Times of India,https://news.google.com/rss/articles/CBMijAJBVV95cUxOZlhXSUowaWhPVlhaWXlfendEOVozMldaVHh1Zm9VQ2drZGk4Tl8zOXRfMUIyOUJ1Y2tNRXNWNVVvU21rSk9EdmZPWlM3WTBHUF9IeXNaUFlkeVJhVWQzZlYxWmtBYU5yWWRuVHBKckx0MHpTckFKbWJmeUxMd2poVTAtQVY5R0pKUm1DWXlXM3lBbjlVSkdGaU93Q1c0S3loN1h1X0gwQ2w4d3VXb05WMUtxalZmcmtoZlNGM2k1ZF96Z1d1RVJOelQtMDJYTlVMTGhQWUQzUEFraXRGX1lLVUpoX25KYlpCcVFLZDFpckpZRU1mQkRVd1hhbkx5SEhaTi0xQzRORXFhQk1C0gGSAkFVX3lxTE1TelNZaXJzcDR5UWNUTGoyMnY0TWRJM0RDSV9HMVhvTDBpWkxMQW1zODZVOWR0Q244T0tINXlVSGFsSGk5ZHozMkV4ZTFNZ1p0NC1Bb1otenZtaGtCQ21SdGd0S1ZlUjU0S1dCSGt3RzV0U1o2MVlqaUZxQXlXdS0ycmNERjBsU1Q0MHhneFhHVG9tVGE0aGhVWUlKM0d5ME5EdFBPaWZwZmF5S2pCNTgxV2JiMGkwUWU4NWtHMHF2SU41VkZ6VHNyLU9IRW9YU0MtWTQ1WHlQUTZQYURFSWhEa29EeVZ5aXpodFQxWGp0ZnFzQlJ6R0pYZGFwN3Bpell4bHNObmU0TlotQU9WUVRwdEE?oc=5,2025-10-29 09:23:00
SBIN.NS,Google News,Rally ahead for PSU Bank stocks? Nuvama sees $3.98 billion inflow potential - financialexpress.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPTHd4cF8yNV95S19kbzhjcDVGQjhlc0p6NzcxbUhjaHM5Zm5pcDZ4SUZrczFxelptQTBkXzlLYm9NbUw4NmhNV2Nmd0cya1FIUy1MamxpSzFLLTlhOGo0SzlFeEV6VlliVzFGSm1HQzEwTENZSDBVNkl4MXk0aFFfNzdJVlBfcjBKM2IxUDB1R2YyN3dUcVk2NGtoNU5XVEZ5U1lzYWFkeW1GZ3dvd1BLdFc5TlVoOFdvcndaNDE4Z0dIZknSAcoBQVVfeXFMT3ZUakdmSHVCOWlzZm51ZmZJUXFtemt4YXZKaURNTGZNdVY4YTVhSXk1OWE4TmkwN3gwTlBJelJHZXZoWUJLcmF2aXYyblJXcHYxV005ZWxCUTFqS2dUSTlpUmZnUW1BVFNYT3JNWVJDdnZsZy1FNVg2UlJya3hQN2NyYW4zZXljY1dibl9ZdHNpVFE4NjZKei14bnlFbjBjaUlEejByZVNpUU5wTjZUQWo2b0t5ZGVQY3FsU1hHY0RhXzc3Nk1RbC1jZw?oc=5,2025-10-29 04:45:14
SBIN.NS,Google News,State Bank of India Hits New 52-Week High at Rs. 938.8 - Markets Mojo,https://news.google.com/rss/articles/CBMirwFBVV95cUxNaWFmRnFDdXlHd2p4bFJDWmhrbDBETm9OZGRFLWV1WlJ4NFZqTDhPYVZVTnh6cTd6enFwY2ZOVV9WY3lsNlh6aGhSMEQ0WjFUVHBtVnZzLUM4TThRUExHcHpLN3hMb1VwZWUwRXpFeldXMHpaX3VJRXR4aDVFb2ZmcUlhbElNTkUtUXJvYWQxR25fMEFZY3MycTZ6WkxkbXduUkRNMl9NeEhOU3BCTm5z?oc=5,2025-10-29 05:04:47
SBIN.NS,Google News,Lenskart Promoter Neha Bansal sells Rs 100 crore shares to SBI Mutual Funds ahead of IPO - financialexpress.com,https://news.google.com/rss/articles/CBMi3wFBVV95cUxOaDZZZWJPN3l0QzN6WU1CdlA5YkIxOXBGSlB6bXJZVUFkUFRYYWlSc2FpN0tqdTRYcUZHQlJaMV91VlE1c1hxZDZlMFFpUDZxeGJ5NnF5MU1LbFlGaDdPLWRpMFVmX1JGS2RIRExod1Iwa0gwd1Z3T1A4MllTcXZTTFFvR3g5VVdacWF5SW9EQXJDQ0Vncm1OemlYQzJYZFlfTE5tUjRBN1gzUjhGTFFrOTdudU1kYmJuTUgyN2h3Z2EzM3hOaTUtcnlyV3VkUk04V1hDbDJDRnlqQ040a2N30gHmAUFVX3lxTE56SnFyeTJHeTBlYW9iVTlLMW1hdkx0RlR6RGFXeUg3TV84U3lJYmRJejhKa1FXS1BuOHJaclFHNWE1NnR0QmpXemU1M0lmYXhfamdtd2d0RXFTTzdXcUdCeVc2VWVGcUR3LWxCZk9QMjlMMDJ3WlJnY3FWQVh3TFRGNll3djJPUElFaDlYMDlDaTc2NXhnWkI1Umd0cHhvdGlLam1QTE9rbnlWZW9MMmVYcC03ZkpnZExBSlJwOURjdERxUDJSRjhLRFY5ZXhCUUNLbHZJRVFaVTNhYXNlWW5EMjA0cjVn?oc=5,2025-10-29 09:34:32
SBIN.NS,Google News,Rs 2.3 lakh crore boom in 2 months! Why PSU bank stocks staged the biggest comeback of 2025 - The Economic Times,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQOHd4cnc5UVU2cUMzN3BxLUtJTmRZU19IaXlQUm94SkwtcE5MWFBjYkhnTlhnaEc2ZVlDZ0E1dnF5bDlmRWdGSDh0VFVPRWFFX190ek05ZDhVclRSbHpvdTh6cXB5eGpaZFpHVFk4SU1OYWh6aFJqbzZ3LW1RczVXdURkWldIcXZGSjAzUXE5NWNDWDVLVGg3RDFSMVVhZGhMR0Ffc0hLeFpyRUJhQ2FhZ2ZldnppRjFSUTJ4NDlTRE5lNmFIWWNhTUNZdmNTaTd0MDBiV0N5X05OeVlRRVZnVVl5NURWRHVyX0FBRm9vWEpxQnRCVUtv0gH8AUFVX3lxTE53MVp2SERfQU5COHlNNTFCQnVSaXhCSUFRTk9wRmM0cmE4eDlJcDZVTW42NEFnUzlXS193X2pXTzhiZ2FxckdibGNVd3Zha3UxMWYydHBIRFhOLVZtd1BORVNDTnNzM2RETGFGWWNyLWtmMUFzTFJzRmxrZ1JZay0tRFYwREtfMmFURnFGeGtlZXEteV9UZnk5ZTQ5V0ZPVGRmekJzMlM5RDNnSi1KQjIzUy1aeFVXRjZjNTB0U3BSTWJZQ2lCUDhmc216RFpyUVctd1ZDSHJIMjBkOHlVZWRCZWppMUNHNE01c2RuS2dGNS1kVUJpdTc2T3VJQw?oc=5,2025-10-29 03:59:23
SBIN.NS,Google News,"May list SBIMF, SBI Gen Insurance, says CS Setty; SBI, SBI Life at new high - Business Standard",https://news.google.com/rss/articles/CBMi7gFBVV95cUxPSGVJVmZkSVVWYmc3NnRKV3JqbUN6RFJIeG9YZ29JZEJNTlYtNU5nV18teFZHUVR3b3NseEpJUnVPNGRTeWdmeVpPbWlRdkZiLXB0UGJSSGVHa1psU0QyU2dQMTJyU0pWN3Vvd2ZNYWpTVG5XdEJNRnpDd0ZRcmxkTUdFZ3lZamE2SkJFSVFOSWxTQ0pPbUdsZ1EzR0tkdWMwOGZQejhpaUlFZjhOWnNIYmVXY0RramQyREFRTk1IOFFUc25qdFZTU1ZTa0thVjJBSzZnREpBOXI1OXVXWURQX0M0UkgwU1dwYnhqMTV30gHuAUFVX3lxTE9IZUlWZmRJVVZiZzc2dEpXcmptQ3pEUkh4b1hnb0lkQk1OVi01TmdXXy14VkdRVHdvc2x4SklSdU80ZFN5Z2Z5Wk9taVF2RmItcHRQYlJIZUdrWmxTRDJTZ1AxMnJTSlY3dW93Zk1halNUbld0Qk1GekN3RlFybGRNR0VneVlqYTZKQkVJUU5JbFNDSk9tR2xnUTNHS2R1YzA4ZlB6OGlpSUVmOE5ac0hiZVdjRGtqZDJEQVFOTUg4UVRzbmp0VlNTVlNrS2FWMkFLNmdESkE5cjU5dVdZRFBfQzRSSDBTV3BieGoxNXc?oc=5,2025-10-29 07:14:18
