Date,Close,High,Low,Open,Volume
,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS
2024-11-04,398.8598937988281,412.2212112372721,391.8418419413834,412.086253981983,15720990
2024-11-05,405.7166748046875,406.97609075081596,398.346798282174,400.30588659062477,10186343
2024-11-06,406.5562744140625,409.4482591947158,402.2649733837769,408.42206737322704,9130749
2024-11-07,406.13653564453125,410.8010185887208,405.4834966444469,408.42211520533743,5861077
2024-11-08,395.5947570800781,406.742881858359,392.9826582175086,406.13650481559205,9934413
2024-11-11,393.26251220703125,397.18068893497957,389.34436394882505,394.6152235337554,7201246
2024-11-12,386.2657775878906,396.2944147850642,385.09965698356814,394.14876426100733,6564348
2024-11-13,379.5955810546875,387.6184966676289,378.4761223338824,386.21915191431617,7170870
2024-11-14,382.25433349609375,385.61276652521207,375.5841293438014,379.8754588549114,8776485
2024-11-18,385.61279296875,390.41720448652325,383.4204803917827,386.1725365902779,7352509
2024-11-19,384.5865783691406,393.6823191553119,383.14060019615874,388.0383067733279,6291292
2024-11-21,378.7559814453125,386.12585814894527,377.03011721522165,385.3328904248774,14141967
2024-11-22,386.2657775878906,387.8517129976658,379.12912518338516,380.0620216668432,8155453
2024-11-25,389.43768310546875,398.7666487712388,387.805114113959,392.7494545289196,10903727
2024-11-26,383.88690185546875,391.81652194239825,382.2076995778978,390.37054378503115,5798977
2024-11-27,389.1577453613281,392.74940235951397,385.0063732733388,391.8165059168548,9219932
2024-11-28,387.338623046875,396.3877016613025,385.7526876709723,391.816514683938,7788912
2024-11-29,388.4580993652344,389.9507394686321,383.4204639272914,387.4319075147896,7057742
2024-12-02,393.4024658203125,394.988372790009,388.8312501900755,390.3238902854748,6404844
2024-12-03,393.775634765625,396.94747730395244,391.2101692836371,396.48102903450007,7928558
2024-12-04,388.6912841796875,397.3205759865545,387.15201079457256,393.775581010548,6836472
2024-12-05,390.3238830566406,392.98264372893306,384.35335125536,390.09065893573325,9500273
2024-12-06,389.1577453613281,393.21585058084355,388.4580730293337,391.8165059168548,4252732
2024-12-09,386.2191162109375,392.7027576898139,384.8197715869848,389.9507018748113,6662023
2024-12-10,386.2657775878906,389.2044242865764,383.88690294296924,387.6184888768013,6035289
2024-12-11,388.9712219238281,391.49002548821574,387.66514399813497,388.08495882707103,5353413
2024-12-12,381.6479797363281,389.81082445124093,379.7821866586338,388.55140842984866,9409378
2024-12-13,382.7674560546875,383.65371919513325,375.02442581506034,381.6479972385787,9439175
2024-12-16,382.9073791503906,385.14632505256844,379.2224265938696,382.9540125874132,5434635
2024-12-17,375.8639831542969,383.3738168413248,375.0243820228209,382.90736860497805,5070262
